xml,section,path,pathTemplate,kind,value,candidateValues
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[6]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration[2]/DataGeneration/schedule/Schedule/startMinute/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration[]/DataGeneration/schedule/Schedule/startMinute/text(),text,0,0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[6]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration[2]/DataGeneration/schedule/Schedule/endMinute/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration[]/DataGeneration/schedule/Schedule/endMinute/text(),text,59,59
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[6]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration[2]/DataGeneration/schedule/Schedule/diurnalBaseTime/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration[]/DataGeneration/schedule/Schedule/diurnalBaseTime/text(),text,00:00:00Z,00:00:00Z
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[6]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/text(),text,2.0,2.0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[6]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/@uom,/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/@uom,attribute,m,m
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,observation,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/facility/@href,/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/facility/@href,attribute,http://codes.wmo.int/wmdr/0-20000-0-06725,0-20000-0-06725 | http://codes.wmo.int/wmdr/0-20000-0-06725
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[1]/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geoLocation/Point/pos/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geoLocation/Point/pos/text(),text,46.420372 7.823222 1538.0,46.420372 7.823222 1538.0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[1]/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geopositioningMethod/@href,/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geopositioningMethod/@href,attribute,http://codes.wmo.int/wmdr/GeopositioningMethod/gps,gps | http://codes.wmo.int/wmdr/GeopositioningMethod/gps
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[1]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMonth/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMonth/text(),text,1,1
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[1]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMonth/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMonth/text(),text,12,12
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[1]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startWeekday/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startWeekday/text(),text,1,1
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[1]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endWeekday/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endWeekday/text(),text,7,7
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[1]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startHour/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startHour/text(),text,0,0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[1]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endHour/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endHour/text(),text,23,23
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[1]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMinute/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMinute/text(),text,0,0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[1]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMinute/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMinute/text(),text,59,59
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[1]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/diurnalBaseTime/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/diurnalBaseTime/text(),text,06:00:00Z,06:00:00Z
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[1]/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/text(),text,2.0,2.0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[1]/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/@uom,/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/@uom,attribute,m,m
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[2]/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geoLocation/Point/pos/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geoLocation/Point/pos/text(),text,46.419478 7.821056 1535.0,46.419478 7.821056 1535.0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[2]/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geopositioningMethod/@href,/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geopositioningMethod/@href,attribute,http://codes.wmo.int/wmdr/GeopositioningMethod/gps,gps | http://codes.wmo.int/wmdr/GeopositioningMethod/gps
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[2]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMonth/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMonth/text(),text,1,1
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[2]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMonth/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMonth/text(),text,12,12
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[2]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startWeekday/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startWeekday/text(),text,1,1
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[2]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endWeekday/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endWeekday/text(),text,7,7
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[2]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startHour/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startHour/text(),text,0,0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[2]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endHour/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endHour/text(),text,23,23
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[2]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMinute/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMinute/text(),text,0,0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[2]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMinute/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMinute/text(),text,59,59
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[2]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/diurnalBaseTime/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/diurnalBaseTime/text(),text,06:00:00Z,06:00:00Z
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[2]/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/text(),text,2.0,2.0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[2]/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/@uom,/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/@uom,attribute,m,m
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[3]/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geoLocation/Point/pos/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geoLocation/Point/pos/text(),text,46.419478 7.821056 1535.0,46.419478 7.821056 1535.0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[3]/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geopositioningMethod/@href,/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geopositioningMethod/@href,attribute,http://codes.wmo.int/wmdr/GeopositioningMethod/gps,gps | http://codes.wmo.int/wmdr/GeopositioningMethod/gps
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[3]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMonth/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMonth/text(),text,1,1
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[3]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMonth/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMonth/text(),text,12,12
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[3]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startWeekday/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startWeekday/text(),text,1,1
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[3]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endWeekday/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endWeekday/text(),text,7,7
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[3]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startHour/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startHour/text(),text,0,0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[3]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endHour/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endHour/text(),text,23,23
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[3]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMinute/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMinute/text(),text,0,0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[3]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMinute/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMinute/text(),text,59,59
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[3]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/diurnalBaseTime/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/diurnalBaseTime/text(),text,06:00:00Z,06:00:00Z
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[3]/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/text(),text,2.0,2.0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[7]/ObservingCapability/observation[3]/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/@uom,/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation[]/OM_Observation/procedure/Process/deployment/Deployment/heightAboveLocalReferenceSurface/@uom,attribute,m,m
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,observation,/WIGOSMetadataRecord/facility/ObservingFacility/observation[8]/ObservingCapability/facility/@href,/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/facility/@href,attribute,http://codes.wmo.int/wmdr/0-20000-0-06725,0-20000-0-06725 | http://codes.wmo.int/wmdr/0-20000-0-06725
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[8]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geoLocation/Point/pos/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geoLocation/Point/pos/text(),text,46.419478 7.821056 1535.0,46.419478 7.821056 1535.0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[8]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geopositioningMethod/@href,/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/deployedEquipment/Equipment/geospatialLocation/GeospatialLocation/geopositioningMethod/@href,attribute,http://codes.wmo.int/wmdr/GeopositioningMethod/gps,gps | http://codes.wmo.int/wmdr/GeopositioningMethod/gps
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[8]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMonth/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMonth/text(),text,1,1
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[8]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMonth/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMonth/text(),text,12,12
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[8]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startWeekday/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startWeekday/text(),text,1,1
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[8]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endWeekday/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endWeekday/text(),text,7,7
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[8]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startHour/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startHour/text(),text,0,0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[8]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endHour/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endHour/text(),text,23,23
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[8]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMinute/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/startMinute/text(),text,0,0
resources/wmdr10_xml_examples/Blatten_20250729_0-20000-0-06725.xml,deployment,/WIGOSMetadataRecord/facility/ObservingFacility/observation[8]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMinute/text(),/WIGOSMetadataRecord/facility/ObservingFacility/observation[]/ObservingCapability/observation/OM_Observation/procedure/Process/deployment/Deployment/dataGeneration/DataGeneration/schedule/Schedule/endMinute/text(),text,59,59
